time_stamp,filtered_speed_kph,filtered_speed_mps,filtered_accel_mph2,filter_mode,target_distance_m,target_speed_mps,target_context,rule_dist_1,rule_speed_1,rule_context_1,rule_dist_2,rule_speed_2,rule_context_2,rule_dist_3,rule_speed_3,rule_context_3,rule_dist_4,rule_speed_4,rule_context_4,rule_dist_5,rule_speed_5,rule_context_5,rule_dist_6,rule_speed_6,rule_context_6,rule_dist_7,rule_speed_7,rule_context_7,rule_dist_8,rule_speed_8,rule_context_8,rule_dist_9,rule_speed_9,rule_context_9,rule_dist_10,rule_speed_10,rule_context_10,rule_dist_11,rule_speed_11,rule_context_11,rule_dist_12,rule_speed_12,rule_context_12,rule_dist_13,rule_speed_13,rule_context_13,rule_dist_14,rule_speed_14,rule_context_14,rule_dist_15,rule_speed_15,rule_context_15,rule_dist_16,rule_speed_16,rule_context_16,rule_dist_17,rule_speed_17,rule_context_17,rule_dist_18,rule_speed_18,rule_context_18,rule_dist_19,rule_speed_19,rule_context_19,rule_dist_20,rule_speed_20,rule_context_20,rule_dist_21,rule_speed_21,rule_context_21,rule_dist_22,rule_speed_22,rule_context_22,rule_dist_23,rule_speed_23,rule_context_23,rule_dist_24,rule_speed_24,rule_context_24,rule_dist_25,rule_speed_25,rule_context_25,rule_dist_26,rule_speed_26,rule_context_26,rule_dist_27,rule_speed_27,rule_context_27,rule_dist_28,rule_speed_28,rule_context_28,rule_dist_29,rule_speed_29,rule_context_29,rule_dist_30,rule_speed_30,rule_context_30
1752570406.887122,13.655,3.793,-0.154,rate_limiter,35.114,0.000,CarFollow,35.114,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570406.897182,13.649,3.791,-0.153,stopper,35.114,0.000,CarFollow,35.114,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570406.907254,13.644,3.790,-0.152,stopper,35.114,0.000,CarFollow,35.114,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570406.917312,13.638,3.788,-0.151,stopper,35.114,0.000,CarFollow,35.114,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570406.927371,13.633,3.787,-0.150,stopper,35.114,0.000,CarFollow,35.114,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570406.937438,13.627,3.785,-0.149,stopper,35.114,0.000,CarFollow,35.114,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570406.947499,13.622,3.784,-0.148,stopper,35.114,0.000,CarFollow,35.114,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570406.957560,13.617,3.782,-0.147,stopper,35.114,0.000,CarFollow,35.114,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570406.967635,13.611,3.781,-0.146,stopper,35.114,0.000,CarFollow,35.114,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570406.977697,13.606,3.779,-0.145,stopper,35.114,0.000,CarFollow,35.140,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570406.987762,13.601,3.778,-0.144,stopper,35.114,0.000,CarFollow,35.140,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570406.997825,13.596,3.777,-0.142,stopper,35.114,0.000,CarFollow,35.140,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.007883,13.590,3.775,-0.141,stopper,35.114,0.000,CarFollow,35.140,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.018010,13.585,3.774,-0.140,stopper,35.114,0.000,CarFollow,35.140,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.028058,13.580,3.772,-0.139,stopper,35.114,0.000,CarFollow,35.140,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.038145,13.575,3.771,-0.138,stopper,35.114,0.000,CarFollow,35.140,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.048211,13.570,3.769,-0.137,stopper,35.114,0.000,CarFollow,35.140,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.058270,13.565,3.768,-0.136,stopper,35.114,0.000,CarFollow,35.140,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.068321,13.560,3.767,-0.135,stopper,35.114,0.000,CarFollow,35.140,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.078368,13.555,3.765,-0.134,stopper,35.114,0.000,CarFollow,35.140,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.088441,13.551,3.764,-0.133,stopper,35.114,0.000,CarFollow,35.140,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.098643,13.546,3.763,-0.133,stopper,35.114,0.000,CarFollow,35.140,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.108744,13.541,3.761,-0.132,stopper,35.114,0.000,CarFollow,35.140,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.118811,13.536,3.760,-0.131,stopper,35.114,0.000,CarFollow,35.041,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.128877,13.531,3.759,-0.130,stopper,35.114,0.000,CarFollow,35.041,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.138944,13.527,3.757,-0.129,stopper,35.114,0.000,CarFollow,35.041,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.149007,13.522,3.756,-0.128,stopper,35.114,0.000,CarFollow,35.041,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.159067,13.517,3.755,-0.127,stopper,35.114,0.000,CarFollow,35.041,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.169124,13.513,3.754,-0.126,stopper,35.114,0.000,CarFollow,35.041,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.179192,13.508,3.752,-0.125,stopper,35.114,0.000,CarFollow,35.041,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.189218,13.504,3.751,-0.124,stopper,35.114,0.000,CarFollow,35.041,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.199281,13.499,3.750,-0.123,stopper,35.114,0.000,CarFollow,35.041,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.209351,13.495,3.749,-0.122,stopper,35.114,0.000,CarFollow,35.041,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.219412,13.491,3.747,-0.121,stopper,35.114,0.000,CarFollow,35.041,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.229480,13.486,3.746,-0.120,stopper,35.114,0.000,CarFollow,35.041,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.239657,13.482,3.745,-0.120,stopper,35.114,0.000,CarFollow,35.041,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.249736,13.477,3.744,-0.119,stopper,35.114,0.000,CarFollow,35.041,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.259803,13.473,3.743,-0.118,stopper,35.114,0.000,CarFollow,35.041,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.269872,13.469,3.741,-0.117,stopper,35.114,0.000,CarFollow,35.041,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.279889,13.465,3.740,-0.116,stopper,35.114,0.000,CarFollow,35.041,0.000,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.289953,13.460,3.739,-0.115,stopper,54.530,3.571,CarFollow,54.530,3.571,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.300016,13.460,3.739,-0.012,changer,54.530,3.571,CarFollow,54.530,3.571,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.310081,13.460,3.739,-0.012,changer,54.530,3.571,CarFollow,54.530,3.571,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.320182,13.459,3.739,-0.012,changer,54.530,3.571,CarFollow,54.530,3.571,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.330248,13.459,3.739,-0.012,changer,54.530,3.571,CarFollow,54.530,3.571,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.340308,13.458,3.738,-0.012,changer,54.530,3.571,CarFollow,54.530,3.571,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.350377,13.458,3.738,-0.012,changer,54.530,3.571,CarFollow,54.530,3.571,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.360532,13.457,3.738,-0.012,changer,54.530,3.571,CarFollow,54.530,3.571,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.370594,13.457,3.738,-0.012,changer,54.530,3.571,CarFollow,54.530,3.571,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.380667,13.457,3.738,-0.012,changer,54.530,3.571,CarFollow,54.530,3.571,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.390742,13.456,3.738,-0.012,changer,54.530,3.571,CarFollow,54.530,3.571,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.400811,13.456,3.738,-0.012,changer,54.530,3.571,CarFollow,54.530,3.571,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.410891,13.455,3.738,-0.012,changer,54.530,3.571,CarFollow,54.530,3.571,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.420988,13.455,3.737,-0.012,changer,54.530,5.648,CarFollow,43.253,4.579,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.431055,13.455,3.737,0.004,rate_limiter,54.530,5.648,CarFollow,43.253,4.579,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.441129,13.456,3.738,0.020,rate_limiter,54.530,5.648,CarFollow,43.253,4.579,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.451190,13.457,3.738,0.036,rate_limiter,54.530,5.648,CarFollow,43.253,4.579,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.461250,13.459,3.739,0.052,rate_limiter,54.530,5.648,CarFollow,43.253,4.579,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.471308,13.461,3.739,0.068,rate_limiter,54.530,5.648,CarFollow,43.253,4.579,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.481364,13.464,3.740,0.085,rate_limiter,54.530,5.648,CarFollow,43.253,4.579,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.491452,13.468,3.741,0.101,rate_limiter,54.530,5.648,CarFollow,43.253,4.579,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.501514,13.472,3.742,0.117,rate_limiter,54.530,5.648,CarFollow,43.253,4.579,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.511591,13.477,3.744,0.133,rate_limiter,54.530,5.648,CarFollow,43.253,4.579,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.521803,13.483,3.745,0.149,rate_limiter,54.530,5.648,CarFollow,43.253,4.579,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.531901,13.489,3.747,0.165,rate_limiter,54.530,5.648,CarFollow,43.253,4.579,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.541972,13.495,3.749,0.181,rate_limiter,54.530,5.648,CarFollow,43.253,4.579,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.552036,13.502,3.751,0.198,rate_limiter,54.530,5.648,CarFollow,43.253,4.579,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.562114,13.510,3.753,0.214,rate_limiter,54.530,5.648,CarFollow,43.253,4.579,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.572171,13.518,3.755,0.230,rate_limiter,54.530,5.648,CarFollow,43.253,4.579,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.582230,13.527,3.758,0.246,rate_limiter,54.530,5.593,CarFollow,43.842,4.831,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.592293,13.537,3.760,0.262,rate_limiter,54.530,5.593,CarFollow,43.842,4.831,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.602350,13.547,3.763,0.278,rate_limiter,54.530,5.593,CarFollow,43.842,4.831,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.612426,13.558,3.766,0.294,rate_limiter,54.530,5.593,CarFollow,43.842,4.831,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.622491,13.569,3.769,0.310,rate_limiter,54.530,5.593,CarFollow,43.842,4.831,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.632587,13.581,3.772,0.326,rate_limiter,54.530,5.593,CarFollow,43.842,4.831,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.642617,13.593,3.776,0.343,rate_limiter,54.530,5.593,CarFollow,43.842,4.831,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.652687,13.606,3.779,0.359,rate_limiter,54.530,5.593,CarFollow,43.842,4.831,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.662764,13.620,3.783,0.375,rate_limiter,54.530,5.593,CarFollow,43.842,4.831,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.672842,13.634,3.787,0.391,rate_limiter,54.530,5.593,CarFollow,43.842,4.831,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.682925,13.649,3.791,0.407,rate_limiter,54.530,5.593,CarFollow,43.842,4.831,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.693007,13.664,3.796,0.423,rate_limiter,54.530,5.593,CarFollow,43.842,4.831,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.703091,13.680,3.800,0.439,rate_limiter,54.530,5.593,CarFollow,43.842,4.831,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.713158,13.696,3.805,0.455,rate_limiter,54.530,5.593,CarFollow,43.842,4.831,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.723230,13.714,3.809,0.472,rate_limiter,54.530,5.593,CarFollow,43.842,4.831,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.733299,13.731,3.814,0.488,rate_limiter,54.530,5.593,CarFollow,43.842,4.831,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.743361,13.749,3.819,0.504,rate_limiter,54.530,5.574,CarFollow,44.641,5.324,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.753405,13.768,3.825,0.520,rate_limiter,54.530,5.574,CarFollow,44.641,5.324,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.763464,13.788,3.830,0.536,rate_limiter,54.530,5.574,CarFollow,44.641,5.324,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.773593,13.808,3.835,0.552,rate_limiter,54.530,5.574,CarFollow,44.641,5.324,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.783667,13.828,3.841,0.568,rate_limiter,54.530,5.574,CarFollow,44.641,5.324,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.793746,13.850,3.847,0.584,rate_limiter,54.530,5.574,CarFollow,44.641,5.324,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.803809,13.871,3.853,0.600,rate_limiter,54.530,5.574,CarFollow,44.641,5.324,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.813881,13.894,3.859,0.617,rate_limiter,54.530,5.574,CarFollow,44.641,5.324,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752570407.823948,13.917,3.866,0.633,rate_limiter,54.530,5.574,CarFollow,44.641,5.324,CarFollow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
