time_stamp,data_value
1752570362.091324,0.000000
1752570362.101036,108.474579
1752570362.111676,108.474579
1752570362.121025,108.474579
1752570362.121254,108.474579
1752570362.131547,108.474579
1752570362.132406,108.474579
1752570362.141432,108.474579
1752570362.152082,108.474579
1752570362.161423,108.474579
1752570362.171195,0.000000
1752570362.181181,108.474579
1752570362.191170,108.474579
1752570362.201146,108.474579
1752570362.211048,108.474579
1752570362.221324,108.474579
1752570362.231791,108.474579
1752570362.232620,108.474579
1752570362.241966,108.474579
1752570362.251155,108.474579
1752570362.261171,0.000000
1752570362.272036,108.474579
1752570362.281296,0.000000
1752570362.291164,0.000000
1752570362.301014,0.000000
1752570362.311060,0.000000
1752570362.321148,0.000000
1752570362.331381,108.474579
1752570362.341463,0.000000
1752570362.351138,108.474579
1752570362.361043,0.000000
1752570362.371059,108.474579
1752570362.381105,108.474579
1752570362.391497,108.474579
1752570362.401175,0.000000
1752570362.411323,108.474579
1752570362.421210,108.474579
1752570362.434021,0.000000
1752570362.438265,0.000000
1752570362.441236,108.474579
1752570362.451110,0.000000
1752570362.461937,0.000000
1752570362.472235,0.000000
1752570362.473305,0.000000
1752570362.481483,0.000000
1752570362.491061,0.000000
1752570362.500975,0.000000
1752570362.511328,0.000000
1752570362.521074,0.000000
1752570362.531396,0.000000
1752570362.541384,0.000000
1752570362.551558,0.000000
1752570362.561551,0.000000
1752570362.571236,0.000000
1752570362.581236,0.000000
1752570362.591189,0.000000
1752570362.601877,0.000000
1752570362.611414,0.000000
1752570362.621458,0.000000
1752570362.631751,0.000000
1752570362.632762,0.000000
1752570362.641327,0.000000
1752570362.651290,0.000000
1752570362.661360,0.000000
1752570362.671274,0.000000
1752570362.672111,0.000000
1752570362.681567,0.000000
1752570362.691347,0.000000
1752570362.701173,0.000000
1752570362.711187,108.474579
1752570362.711441,108.474579
1752570362.721063,0.000000
1752570362.731179,0.000000
1752570362.741361,0.000000
1752570362.741563,0.000000
1752570362.751461,0.000000
1752570362.761118,0.000000
1752570362.771087,0.000000
1752570362.781359,0.000000
1752570362.791337,0.000000
1752570362.791449,0.000000
1752570362.801073,0.000000
1752570362.813065,108.474579
1752570362.819089,108.474579
1752570362.821765,0.000000
1752570362.823555,0.000000
1752570362.833255,108.474579
1752570362.841096,0.000000
1752570362.841242,0.000000
1752570362.853028,0.000000
1752570362.853688,0.000000
1752570362.861443,0.000000
1752570362.871334,0.000000
1752570362.881098,0.000000
1752570362.891162,0.000000
1752570362.901045,0.000000
1752570362.911178,0.000000
1752570362.921044,108.474579
1752570362.931199,0.000000
1752570362.931769,0.000000
1752570362.942500,108.474579
1752570362.951842,108.474579
1752570362.951964,108.474579
1752570362.961252,108.474579
1752570362.971147,108.474579
1752570362.981639,108.474579
1752570362.992280,108.474579
1752570363.001294,108.474579
1752570363.002272,108.474579
1752570363.011435,0.000000
1752570363.021226,108.474579
1752570363.031343,108.474579
1752570363.042624,108.474579
1752570363.051626,108.474579
1752570363.061596,108.474579
1752570363.062004,108.474579
1752570363.071140,108.474579
1752570363.081234,108.474579
1752570363.091100,108.474579
1752570363.100992,108.474579
1752570363.111214,108.474579
1752570363.121004,108.474579
1752570363.131671,108.474579
1752570363.142001,108.474579
1752570363.151893,108.474579
1752570363.161295,108.474579
1752570363.171297,108.474579
1752570363.181707,108.474579
1752570363.191412,108.474579
1752570363.201280,108.474579
1752570363.211665,108.474579
1752570363.221201,108.474579
1752570363.231289,108.474579
1752570363.241248,0.000000
1752570363.251647,0.000000
1752570363.261332,0.000000
1752570363.271495,0.000000
1752570363.281220,0.000000
1752570363.291634,0.000000
1752570363.292095,0.000000
1752570363.301251,108.474579
1752570363.301637,108.474579
1752570363.311536,108.474579
1752570363.321283,108.474579
1752570363.331548,0.000000
1752570363.341429,108.474579
1752570363.351465,0.000000
1752570363.361138,0.000000
1752570363.371323,108.474579
1752570363.381462,0.000000
1752570363.391724,108.474579
1752570363.402056,108.474579
1752570363.411397,108.474579
1752570363.421075,0.000000
1752570363.432134,108.474579
1752570363.442209,0.000000
1752570363.451395,0.000000
1752570363.461572,108.474579
1752570363.471192,108.474579
1752570363.480982,0.000000
1752570363.491580,108.474579
1752570363.493243,108.474579
1752570363.501159,0.000000
1752570363.511634,108.474579
1752570363.513703,108.474579
1752570363.521222,0.000000
1752570363.531806,108.474579
1752570363.541212,0.000000
1752570363.551443,0.000000
1752570363.561175,108.474579
1752570363.571858,108.474579
1752570363.581089,108.474579
1752570363.591164,108.474579
1752570363.601123,108.474579
1752570363.611290,0.000000
1752570363.621381,0.000000
1752570363.631618,0.000000
1752570363.641284,0.000000
1752570363.643096,0.000000
1752570363.651441,108.474579
1752570363.662187,0.000000
1752570363.671364,0.000000
1752570363.681195,0.000000
1752570363.691557,0.000000
1752570363.701535,0.000000
1752570363.711454,108.474579
1752570363.721176,108.474579
1752570363.731311,0.000000
1752570363.732072,0.000000
1752570363.741291,108.474579
1752570363.751144,108.474579
1752570363.761584,108.474579
1752570363.771710,0.000000
1752570363.771874,0.000000
1752570363.781428,0.000000
1752570363.781632,0.000000
1752570363.791170,108.474579
1752570363.801052,0.000000
1752570363.801218,0.000000
1752570363.811997,0.000000
1752570363.821196,108.474579
1752570363.831468,0.000000
1752570363.841053,108.474579
1752570363.850958,0.000000
1752570363.861179,108.474579
1752570363.871215,0.000000
1752570363.881279,0.000000
1752570363.891543,0.000000
1752570363.902534,0.000000
1752570363.913285,0.000000
1752570363.914045,0.000000
1752570363.921918,0.000000
1752570363.931464,108.474579
1752570363.941058,108.474579
1752570363.951075,108.474579
1752570363.951089,108.474579
1752570363.960979,108.474579
1752570363.971102,108.474579
1752570363.980965,108.474579
1752570363.991263,108.474579
1752570364.001859,0.000000
1752570364.011369,0.000000
1752570364.021247,0.000000
1752570364.031168,0.000000
1752570364.041342,0.000000
1752570364.051133,0.000000
1752570364.061047,0.000000
1752570364.071927,0.000000
1752570364.081253,0.000000
1752570364.091331,0.000000
1752570364.101821,108.474579
1752570364.112181,0.000000
1752570364.113926,0.000000
1752570364.121268,0.000000
1752570364.132327,0.000000
1752570364.134184,0.000000
1752570364.141136,0.000000
1752570364.151949,0.000000
1752570364.161111,0.000000
1752570364.171672,0.000000
1752570364.181350,108.474579
1752570364.191184,108.474579
1752570364.201155,0.000000
1752570364.210929,108.474579
1752570364.221112,108.474579
1752570364.231259,108.474579
1752570364.241126,0.000000
1752570364.251129,0.000000
1752570364.252133,0.000000
1752570364.261575,108.474579
1752570364.271420,0.000000
1752570364.281216,0.000000
1752570364.291005,108.474579
1752570364.301349,108.474579
1752570364.311336,0.000000
1752570364.321216,0.000000
1752570364.331315,0.000000
1752570364.341161,0.000000
1752570364.351846,0.000000
1752570364.361712,108.474579
1752570364.371496,108.474579
1752570364.371789,108.474579
1752570364.381140,0.000000
1752570364.392015,0.000000
1752570364.401204,0.000000
1752570364.411349,0.000000
1752570364.421125,0.000000
1752570364.431495,0.000000
1752570364.441262,0.000000
1752570364.451567,0.000000
1752570364.451620,0.000000
1752570364.461366,0.000000
1752570364.472126,0.000000
1752570364.481662,0.000000
1752570364.492052,0.000000
1752570364.501912,0.000000
1752570364.511556,0.000000
1752570364.521546,0.000000
1752570364.532009,0.000000
1752570364.541343,0.000000
1752570364.551104,0.000000
1752570364.551127,0.000000
1752570364.561425,0.000000
1752570364.571426,0.000000
1752570364.581619,0.000000
1752570364.591711,0.000000
1752570364.601477,0.000000
1752570364.611984,0.000000
1752570364.621557,0.000000
1752570364.631787,0.000000
1752570364.641325,0.000000
1752570364.651268,0.000000
1752570364.661345,0.000000
1752570364.671294,0.000000
1752570364.681489,0.000000
1752570364.691298,0.000000
1752570364.701418,0.000000
1752570364.711706,0.000000
1752570364.721295,0.000000
1752570364.733971,0.000000
1752570364.735470,0.000000
1752570364.743636,0.000000
1752570364.752276,0.000000
1752570364.761434,0.000000
1752570364.771753,0.000000
1752570364.781274,0.000000
1752570364.791395,0.000000
1752570364.801638,0.000000
1752570364.811424,0.000000
1752570364.821353,0.000000
1752570364.832542,0.000000
1752570364.841732,0.000000
1752570364.851229,0.000000
1752570364.861639,0.000000
1752570364.871240,0.000000
1752570364.881275,0.000000
1752570364.891037,0.000000
1752570364.901205,0.000000
1752570364.911041,0.000000
1752570364.921415,0.000000
1752570364.932085,0.000000
1752570364.942112,0.000000
1752570364.951334,0.000000
1752570364.961213,0.000000
1752570364.971359,0.000000
1752570364.981117,0.000000
1752570364.991314,0.000000
1752570365.002244,0.000000
1752570365.011193,0.000000
1752570365.011829,0.000000
1752570365.020995,0.000000
1752570365.031222,0.000000
1752570365.043079,0.000000
1752570365.052148,0.000000
1752570365.061342,0.000000
1752570365.071099,0.000000
1752570365.071390,0.000000
1752570365.081520,0.000000
1752570365.081882,0.000000
1752570365.092833,0.000000
1752570365.101419,0.000000
1752570365.111115,0.000000
1752570365.121343,0.000000
1752570365.131490,0.000000
1752570365.141573,0.000000
1752570365.151256,0.000000
1752570365.161508,0.000000
1752570365.172228,0.000000
1752570365.182151,0.000000
1752570365.191390,0.000000
1752570365.201962,0.000000
1752570365.211198,0.000000
1752570365.221526,0.000000
1752570365.231427,0.000000
1752570365.241486,0.000000
1752570365.251070,0.000000
1752570365.261024,0.000000
1752570365.271109,0.000000
1752570365.281069,0.000000
1752570365.282108,0.000000
1752570365.291856,0.000000
1752570365.301331,0.000000
1752570365.311112,0.000000
1752570365.321198,0.000000
1752570365.321253,0.000000
1752570365.331736,0.000000
1752570365.341286,0.000000
1752570365.351551,0.000000
1752570365.361208,0.000000
1752570365.371155,0.000000
1752570365.381246,0.000000
1752570365.391813,0.000000
1752570365.391903,0.000000
1752570365.401199,0.000000
1752570365.411226,0.000000
1752570365.421406,0.000000
1752570365.433457,0.000000
1752570365.441696,0.000000
1752570365.452190,0.000000
1752570365.452503,0.000000
1752570365.461627,0.000000
1752570365.471668,0.000000
1752570365.481156,0.000000
1752570365.481259,0.000000
1752570365.491602,0.000000
1752570365.501361,0.000000
1752570365.511563,0.000000
1752570365.521515,0.000000
1752570365.532331,0.000000
1752570365.541395,0.000000
1752570365.551172,0.000000
1752570365.562685,0.000000
1752570365.571740,0.000000
1752570365.581690,0.000000
1752570365.581979,0.000000
1752570365.591343,0.000000
1752570365.592766,0.000000
1752570365.602059,0.000000
1752570365.612093,0.000000
1752570365.621177,0.000000
1752570365.631344,0.000000
1752570365.641403,0.000000
1752570365.651133,0.000000
1752570365.661143,0.000000
1752570365.671444,0.000000
1752570365.681175,0.000000
1752570365.692214,0.000000
1752570365.701739,0.000000
1752570365.716572,0.000000
1752570365.721214,0.000000
1752570365.733965,0.000000
1752570365.741722,0.000000
1752570365.751198,0.000000
1752570365.751222,0.000000
1752570365.761844,0.000000
1752570365.771155,0.000000
1752570365.772506,0.000000
1752570365.781174,0.000000
1752570365.781272,0.000000
1752570365.791116,0.000000
1752570365.801968,0.000000
1752570365.811345,108.474579
1752570365.821521,108.474579
1752570365.831486,108.474579
1752570365.832547,108.474579
1752570365.844294,108.474579
1752570365.852016,108.474579
1752570365.852194,108.474579
1752570365.861573,108.474579
1752570365.876334,108.474579
1752570365.883691,108.474579
1752570365.884944,108.474579
1752570365.896646,108.474579
1752570365.897445,108.474579
1752570365.901785,108.474579
1752570365.911821,108.474579
1752570365.921588,108.474579
1752570365.932023,108.474579
1752570365.941532,108.474579
1752570365.951686,108.474579
1752570365.961422,108.474579
1752570365.971669,108.474579
1752570365.971841,108.474579
1752570365.981663,108.474579
1752570365.991509,108.474579
1752570366.001653,108.474579
1752570366.011495,108.474579
1752570366.021268,108.474579
1752570366.032402,108.474579
1752570366.041607,108.474579
1752570366.051962,108.474579
1752570366.052315,108.474579
1752570366.061165,108.474579
1752570366.071598,108.474579
1752570366.081153,108.474579
1752570366.092220,108.474579
1752570366.102297,108.474579
1752570366.102561,108.474579
1752570366.112695,108.474579
1752570366.121762,108.474579
1752570366.131753,108.474579
1752570366.141484,108.474579
1752570366.151790,108.474579
1752570366.161422,108.474579
1752570366.171332,108.474579
1752570366.171621,108.474579
1752570366.181309,108.474579
1752570366.191955,108.474579
1752570366.201300,108.474579
1752570366.201959,108.474579
1752570366.212717,108.474579
1752570366.222938,108.474579
1752570366.232772,108.474579
1752570366.233248,108.474579
1752570366.242316,108.474579
1752570366.256160,108.474579
1752570366.258900,108.474579
1752570366.263422,108.474579
1752570366.266269,108.474579
1752570366.275682,108.474579
1752570366.282025,108.474579
1752570366.294688,108.474579
1752570366.301896,108.474579
1752570366.304694,108.474579
1752570366.312978,108.474579
1752570366.321338,108.474579
1752570366.331933,108.474579
1752570366.341225,108.474579
1752570366.351728,108.474579
1752570366.352104,108.474579
1752570366.362323,108.474579
1752570366.371545,108.474579
1752570366.381302,108.474579
1752570366.391623,108.474579
1752570366.401313,108.474579
1752570366.411751,108.474579
1752570366.421218,108.474579
1752570366.431962,108.474579
1752570366.441319,108.474579
1752570366.451434,108.474579
1752570366.461258,108.474579
1752570366.471485,108.474579
1752570366.481209,108.474579
1752570366.491498,108.474579
1752570366.503460,108.474579
1752570366.505974,108.474579
1752570366.513193,108.474579
1752570366.513639,108.474579
1752570366.522163,108.474579
1752570366.533337,108.474579
1752570366.534515,108.474579
1752570366.542422,108.474579
1752570366.551638,108.474579
1752570366.561507,108.474579
1752570366.571175,108.474579
1752570366.581284,108.474579
1752570366.591699,108.474579
1752570366.601495,108.474579
1752570366.611434,108.474579
1752570366.621155,108.474579
1752570366.632604,108.474579
1752570366.634950,108.474579
1752570366.642340,108.474579
1752570366.652092,108.474579
1752570366.661919,108.474579
1752570366.671516,108.474579
1752570366.672185,108.474579
1752570366.681473,108.474579
1752570366.691211,108.474579
1752570366.691394,108.474579
1752570366.701177,108.474579
1752570366.711965,108.474579
1752570366.721150,108.474579
1752570366.731825,108.474579
1752570366.731985,108.474579
1752570366.741306,108.474579
1752570366.751418,108.474579
1752570366.751636,108.474579
1752570366.761180,108.474579
1752570366.778275,108.474579
1752570366.779134,108.474579
1752570366.785790,108.474579
1752570366.786204,108.474579
1752570366.791920,108.474579
1752570366.802408,108.474579
1752570366.807807,108.474579
1752570366.813624,108.474579
1752570366.814733,108.474579
1752570366.822175,108.474579
1752570366.831809,108.474579
1752570366.842022,108.474579
1752570366.851856,108.474579
1752570366.861163,108.474579
1752570366.872017,108.474579
1752570366.881249,108.474579
1752570366.891604,108.474579
1752570366.901438,108.474579
1752570366.911771,108.474579
1752570366.912160,108.474579
1752570366.921247,108.474579
1752570366.932275,108.474579
1752570366.942018,108.474579
1752570366.944294,108.474579
1752570366.954818,108.474579
1752570366.961416,108.474579
1752570366.971494,108.474579
1752570366.971909,108.474579
1752570366.981395,108.474579
1752570366.992019,108.474579
1752570367.001313,108.474579
1752570367.011326,108.474579
1752570367.021196,108.474579
1752570367.033392,108.474579
1752570367.041069,108.474579
1752570367.054282,108.474579
1752570367.057673,108.474579
1752570367.061784,108.474579
1752570367.071818,108.474579
1752570367.081236,108.474579
1752570367.092051,108.474579
1752570367.101320,108.474579
1752570367.112056,108.474579
1752570367.121311,108.474579
1752570367.131514,108.474579
1752570367.131793,108.474579
1752570367.141683,108.474579
1752570367.151347,108.474579
1752570367.161254,108.474579
1752570367.171972,108.474579
1752570367.172482,108.474579
1752570367.181697,108.474579
1752570367.184689,108.474579
1752570367.192198,108.474579
1752570367.194744,108.474579
1752570367.205410,108.474579
1752570367.215452,0.000000
1752570367.222118,0.000000
1752570367.232009,0.000000
1752570367.241396,0.000000
1752570367.251735,0.000000
1752570367.262248,0.000000
1752570367.270998,0.000000
1752570367.281191,0.000000
1752570367.282238,0.000000
1752570367.292559,0.000000
1752570367.292854,0.000000
1752570367.301308,0.000000
1752570367.311847,0.000000
1752570367.321239,0.000000
1752570367.332015,0.000000
1752570367.341539,0.000000
1752570367.351522,0.000000
1752570367.361039,0.000000
1752570367.371016,0.000000
1752570367.381217,0.000000
1752570367.391876,0.000000
1752570367.401229,0.000000
1752570367.411505,0.000000
1752570367.421020,0.000000
1752570367.431919,0.000000
1752570367.441349,0.000000
1752570367.451808,108.474579
1752570367.452295,108.474579
1752570367.461189,108.474579
1752570367.471510,108.474579
1752570367.481394,108.474579
