time_stamp,car_pose_front_axle_x_meters,car_pose_front_axle_y_meters,car_pose_yaw_degrees
1752570362.092851,35.577,19.800,24.174
1752570362.092851,35.577,19.800,24.174
1752570362.112933,35.658,19.835,24.174
1752570362.112933,35.658,19.835,24.174
1752570362.132976,35.738,19.869,24.174
1752570362.143140,35.779,19.887,24.112
1752570362.154428,35.824,19.906,24.112
1752570362.154428,35.824,19.906,24.112
1752570362.172992,35.898,19.938,24.112
1752570362.172992,35.898,19.938,24.112
1752570362.192981,35.978,19.972,24.112
1752570362.192981,35.978,19.972,24.112
1752570362.217828,36.077,20.014,24.075
1752570362.218678,36.080,20.016,24.036
1752570362.234511,36.143,20.043,24.036
1752570362.234511,36.143,20.043,24.036
1752570362.252722,36.216,20.073,24.036
1752570362.252722,36.216,20.073,24.036
1752570362.273079,36.296,20.108,24.036
1752570362.273079,36.296,20.108,24.036
1752570362.297415,36.392,20.148,23.959
1752570362.297415,36.392,20.148,23.959
1752570362.312847,36.452,20.174,23.959
1752570362.322799,36.491,20.191,23.959
1752570362.333040,36.531,20.208,23.959
1752570362.333040,36.531,20.208,23.959
1752570362.353069,36.610,20.241,23.959
1752570362.363415,36.650,20.258,23.959
1752570362.372922,36.687,20.274,23.890
1752570362.390197,36.754,20.302,23.890
1752570362.393727,36.768,20.308,23.890
1752570362.403358,36.805,20.323,23.890
1752570362.413101,36.843,20.339,23.890
1752570362.413101,36.843,20.339,23.890
1752570362.439829,36.947,20.383,23.890
1752570362.450258,36.987,20.400,23.890
1752570362.457462,37.015,20.412,23.842
1752570362.470680,37.065,20.433,23.830
1752570362.474143,37.079,20.438,23.805
1752570362.490392,37.141,20.464,23.805
1752570362.492633,37.150,20.468,23.805
1752570362.510391,37.218,20.496,23.805
1752570362.512531,37.226,20.500,23.805
1752570362.530459,37.295,20.528,23.805
1752570362.533245,37.305,20.533,23.692
1752570362.550418,37.371,20.560,23.692
1752570362.552675,37.380,20.564,23.692
1752570362.570314,37.447,20.591,23.692
1752570362.572674,37.456,20.595,23.692
1752570362.590494,37.524,20.623,23.692
1752570362.596759,37.547,20.633,23.584
1752570362.610645,37.600,20.655,23.584
1752570362.612554,37.607,20.657,23.584
1752570362.630627,37.675,20.685,23.584
1752570362.634925,37.691,20.692,23.584
1752570362.651427,37.753,20.717,23.584
1752570362.652616,37.757,20.719,23.584
1752570362.672505,37.831,20.749,23.584
1752570362.678086,37.852,20.758,23.463
1752570362.690418,37.898,20.777,23.463
1752570362.692798,37.907,20.780,23.463
1752570362.712662,37.981,20.810,23.463
1752570362.712662,37.981,20.810,23.463
1752570362.732462,38.054,20.840,23.463
1752570362.732462,38.054,20.840,23.463
1752570362.752405,38.128,20.869,23.463
1752570362.756538,38.143,20.876,23.355
1752570362.772497,38.202,20.899,23.355
1752570362.772497,38.202,20.899,23.355
1752570362.792918,38.277,20.929,23.355
1752570362.792918,38.277,20.929,23.355
1752570362.813060,38.351,20.958,23.355
1752570362.822734,38.386,20.973,23.355
1752570362.832834,38.423,20.987,23.355
1752570362.843967,38.463,21.003,23.260
1752570362.852214,38.493,21.015,23.260
1752570362.862614,38.531,21.030,23.260
1752570362.872911,38.568,21.045,23.260
1752570362.872911,38.568,21.045,23.260
1752570362.892247,38.638,21.072,23.260
1752570362.902519,38.675,21.087,23.260
1752570362.912691,38.712,21.101,23.260
1752570362.924086,38.753,21.117,23.208
1752570362.933992,38.789,21.131,23.117
1752570362.933992,38.789,21.131,23.117
1752570362.952770,38.856,21.157,23.117
1752570362.952770,38.856,21.157,23.117
1752570362.972630,38.927,21.185,23.117
1752570362.984301,38.969,21.201,22.993
1752570362.992479,38.998,21.213,22.953
1752570362.992479,38.998,21.213,22.953
1752570363.012368,39.069,21.240,22.953
1752570363.012368,39.069,21.240,22.953
1752570363.033835,39.146,21.269,22.953
1752570363.033835,39.146,21.269,22.953
1752570363.052752,39.213,21.295,22.953
1752570363.064368,39.254,21.311,22.787
1752570363.073077,39.285,21.322,22.787
1752570363.073077,39.285,21.322,22.787
1752570363.092631,39.354,21.349,22.787
1752570363.092631,39.354,21.349,22.787
1752570363.112221,39.422,21.375,22.787
1752570363.112221,39.422,21.375,22.787
1752570363.132969,39.495,21.403,22.787
1752570363.140705,39.522,21.413,22.645
1752570363.152903,39.565,21.429,22.645
1752570363.152903,39.565,21.429,22.645
1752570363.172791,39.635,21.455,22.645
1752570363.172791,39.635,21.455,22.645
1752570363.193211,39.705,21.482,22.645
1752570363.193211,39.705,21.482,22.645
1752570363.212519,39.772,21.507,22.645
1752570363.225389,39.816,21.524,22.609
1752570363.232669,39.841,21.533,22.490
1752570363.232669,39.841,21.533,22.490
1752570363.254262,39.916,21.561,22.490
1752570363.262541,39.944,21.572,22.490
1752570363.273087,39.981,21.586,22.490
1752570363.273087,39.981,21.586,22.490
1752570363.293257,40.050,21.612,22.490
1752570363.305602,40.092,21.628,22.452
1752570363.313794,40.120,21.638,22.337
1752570363.313794,40.120,21.638,22.337
1752570363.332613,40.184,21.662,22.337
1752570363.332613,40.184,21.662,22.337
1752570363.352732,40.252,21.688,22.337
1752570363.366336,40.298,21.705,22.201
1752570363.372943,40.320,21.714,22.201
1752570363.372943,40.320,21.714,22.201
1752570363.392875,40.388,21.739,22.201
1752570363.392875,40.388,21.739,22.201
1752570363.412961,40.455,21.765,22.201
1752570363.412961,40.455,21.765,22.201
1752570363.434856,40.528,21.792,22.201
1752570363.447215,40.570,21.808,22.045
1752570363.454047,40.593,21.817,22.045
1752570363.454047,40.593,21.817,22.045
1752570363.472624,40.654,21.840,22.045
1752570363.472624,40.654,21.840,22.045
1752570363.494230,40.726,21.868,22.045
1752570363.494230,40.726,21.868,22.045
1752570363.513786,40.790,21.892,22.045
1752570363.513786,40.790,21.892,22.045
1752570363.533044,40.854,21.917,21.917
1752570363.533044,40.854,21.917,21.917
1752570363.553629,40.922,21.943,21.917
1752570363.553629,40.922,21.943,21.917
1752570363.573956,40.988,21.968,21.917
1752570363.573956,40.988,21.968,21.917
1752570363.593072,41.051,21.992,21.917
1752570363.607412,41.098,22.010,21.850
1752570363.613016,41.116,22.017,21.850
1752570363.622880,41.148,22.030,21.850
1752570363.633113,41.181,22.043,21.850
1752570363.633113,41.181,22.043,21.850
1752570363.654075,41.249,22.069,21.850
1752570363.663674,41.281,22.081,21.850
1752570363.673276,41.312,22.093,21.850
1752570363.690153,41.367,22.114,21.808
1752570363.693163,41.376,22.118,21.808
1752570363.710076,41.431,22.139,21.808
1752570363.712361,41.438,22.142,21.808
1752570363.730330,41.496,22.164,21.808
1752570363.732754,41.504,22.167,21.808
1752570363.749814,41.558,22.188,21.808
1752570363.759596,41.589,22.200,21.770
1752570363.759596,41.589,22.200,21.770
1752570363.772335,41.630,22.216,21.770
1752570363.790195,41.687,22.238,21.770
1752570363.792042,41.693,22.240,21.770
1752570363.810960,41.753,22.264,21.770
1752570363.812515,41.758,22.266,21.770
1752570363.830629,41.815,22.288,21.737
1752570363.833792,41.825,22.292,21.737
1752570363.849929,41.876,22.311,21.737
1752570363.852390,41.884,22.314,21.737
1752570363.870036,41.940,22.336,21.737
1752570363.872037,41.946,22.339,21.737
1752570363.890090,42.003,22.361,21.737
1752570363.892352,42.010,22.363,21.737
1752570363.911853,42.071,22.387,21.733
1752570363.916248,42.084,22.392,21.710
1752570363.932025,42.134,22.411,21.710
1752570363.932025,42.134,22.411,21.710
1752570363.952199,42.197,22.436,21.710
1752570363.952199,42.197,22.436,21.710
1752570363.972294,42.259,22.460,21.710
1752570363.972294,42.259,22.460,21.710
1752570363.992275,42.321,22.483,21.710
1752570363.994021,42.327,22.485,21.697
1752570364.012129,42.383,22.507,21.697
1752570364.012129,42.383,22.507,21.697
1752570364.031906,42.444,22.530,21.697
1752570364.033337,42.449,22.532,21.697
1752570364.052438,42.508,22.554,21.697
1752570364.052438,42.508,22.554,21.697
1752570364.072216,42.569,22.577,21.662
1752570364.082495,42.601,22.589,21.662
1752570364.092239,42.630,22.600,21.662
1752570364.092239,42.630,22.600,21.662
1752570364.113824,42.697,22.625,21.662
1752570364.122437,42.723,22.635,21.662
1752570364.132641,42.754,22.646,21.662
1752570364.137959,42.771,22.652,21.603
1752570364.152771,42.816,22.669,21.603
1752570364.162631,42.846,22.680,21.603
1752570364.172436,42.876,22.691,21.603
1752570364.172436,42.876,22.691,21.603
1752570364.192232,42.936,22.713,21.603
1752570364.192232,42.936,22.713,21.603
1752570364.213910,43.002,22.737,21.554
1752570364.219990,43.021,22.744,21.502
1752570364.232971,43.060,22.758,21.502
1752570364.232971,43.060,22.758,21.502
1752570364.254068,43.124,22.781,21.502
1752570364.254068,43.124,22.781,21.502
1752570364.272178,43.179,22.800,21.502
1752570364.272178,43.179,22.800,21.502
1752570364.294299,43.245,22.823,21.399
1752570364.294299,43.245,22.823,21.399
1752570364.312273,43.299,22.842,21.399
1752570364.312273,43.299,22.842,21.399
1752570364.332254,43.359,22.863,21.399
1752570364.332254,43.359,22.863,21.399
1752570364.352853,43.421,22.884,21.399
1752570364.352853,43.421,22.884,21.399
1752570364.374711,43.486,22.907,21.300
1752570364.374711,43.486,22.907,21.300
1752570364.392891,43.540,22.925,21.300
1752570364.392891,43.540,22.925,21.300
1752570364.412513,43.599,22.945,21.300
1752570364.412513,43.599,22.945,21.300
1752570364.433724,43.662,22.966,21.300
1752570364.433724,43.662,22.966,21.300
1752570364.453377,43.720,22.985,21.300
1752570364.461673,43.744,22.994,21.139
1752570364.472574,43.777,23.004,21.139
1752570364.472574,43.777,23.004,21.139
1752570364.492772,43.836,23.024,21.139
1752570364.492772,43.836,23.024,21.139
1752570364.512838,43.895,23.043,21.139
1752570364.512838,43.895,23.043,21.139
1752570364.535229,43.961,23.064,20.923
1752570364.535229,43.961,23.064,20.923
1752570364.552747,44.013,23.081,20.923
1752570364.552747,44.013,23.081,20.923
1752570364.573129,44.073,23.100,20.923
1752570364.573129,44.073,23.100,20.923
1752570364.592705,44.130,23.118,20.923
1752570364.598751,44.148,23.123,20.707
1752570364.612749,44.188,23.136,20.707
1752570364.622625,44.217,23.145,20.707
1752570364.632707,44.247,23.154,20.707
1752570364.632707,44.247,23.154,20.707
1752570364.653508,44.307,23.172,20.707
1752570364.663514,44.336,23.181,20.707
1752570364.674897,44.369,23.191,20.448
1752570364.674897,44.369,23.191,20.448
1752570364.692760,44.420,23.206,20.448
1752570364.703342,44.451,23.215,20.448
1752570364.712495,44.477,23.223,20.448
1752570364.712495,44.477,23.223,20.448
1752570364.737034,44.547,23.244,20.448
1752570364.737034,44.547,23.244,20.448
1752570364.755919,44.601,23.259,20.181
1752570364.755919,44.601,23.259,20.181
1752570364.773075,44.650,23.273,20.181
1752570364.773075,44.650,23.273,20.181
1752570364.792972,44.707,23.290,20.181
1752570364.792972,44.707,23.290,20.181
1752570364.811944,44.761,23.305,20.181
1752570364.811944,44.761,23.305,20.181
1752570364.834002,44.824,23.322,20.181
1752570364.842473,44.848,23.329,19.922
1752570364.853796,44.880,23.338,19.922
1752570364.853796,44.880,23.338,19.922
1752570364.872315,44.933,23.352,19.922
1752570364.872315,44.933,23.352,19.922
1752570364.892540,44.990,23.368,19.922
1752570364.892540,44.990,23.368,19.922
1752570364.915573,45.055,23.386,19.590
1752570364.915573,45.055,23.386,19.590
1752570364.932943,45.103,23.398,19.590
1752570364.932943,45.103,23.398,19.590
1752570364.952977,45.159,23.413,19.590
1752570364.952977,45.159,23.413,19.590
1752570364.974786,45.220,23.429,19.230
1752570364.974786,45.220,23.429,19.230
1752570364.992410,45.269,23.441,19.230
1752570365.010248,45.319,23.454,19.230
1752570365.012055,45.324,23.455,19.230
1752570365.030596,45.375,23.468,19.230
1752570365.033956,45.384,23.470,19.230
1752570365.033956,45.384,23.470,19.230
1752570365.053327,45.438,23.484,19.230
1752570365.066360,45.474,23.493,18.865
1752570365.072102,45.490,23.497,18.865
1752570365.090775,45.541,23.509,18.865
1752570365.092836,45.546,23.510,18.865
1752570365.109935,45.593,23.522,18.865
1752570365.111686,45.598,23.523,18.865
1752570365.130409,45.649,23.535,18.865
1752570365.131986,45.653,23.536,18.865
1752570365.149925,45.702,23.548,18.865
1752570365.153825,45.713,23.550,18.547
1752570365.170808,45.759,23.561,18.547
1752570365.172812,45.764,23.563,18.547
1752570365.190144,45.811,23.574,18.547
1752570365.200734,45.840,23.580,18.547
1752570365.209991,45.865,23.586,18.547
1752570365.220918,45.894,23.593,18.267
1752570365.231076,45.922,23.599,18.173
1752570365.240839,45.948,23.605,18.173
1752570365.250241,45.973,23.611,18.173
1752570365.252750,45.980,23.612,18.173
1752570365.271666,46.031,23.624,18.173
1752570365.271666,46.031,23.624,18.173
1752570365.292042,46.085,23.636,18.173
1752570365.292042,46.085,23.636,18.173
1752570365.311821,46.137,23.648,18.173
1752570365.314528,46.145,23.649,17.777
1752570365.331142,46.189,23.659,17.777
1752570365.331142,46.189,23.659,17.777
1752570365.351323,46.242,23.671,17.777
1752570365.351323,46.242,23.671,17.777
1752570365.371694,46.296,23.682,17.725
1752570365.378407,46.313,23.686,17.420
1752570365.391602,46.348,23.693,17.420
1752570365.391602,46.348,23.693,17.420
1752570365.411854,46.401,23.705,17.420
1752570365.411854,46.401,23.705,17.420
1752570365.432914,46.456,23.716,17.420
1752570365.442654,46.482,23.721,17.126
1752570365.452022,46.506,23.726,17.030
1752570365.452022,46.506,23.726,17.030
1752570365.471495,46.557,23.736,17.030
1752570365.471495,46.557,23.736,17.030
1752570365.491549,46.609,23.747,17.030
1752570365.491549,46.609,23.747,17.030
1752570365.511297,46.660,23.757,17.030
1752570365.511297,46.660,23.757,17.030
1752570365.532402,46.714,23.768,16.648
1752570365.532402,46.714,23.768,16.648
1752570365.552208,46.765,23.777,16.648
1752570365.552208,46.765,23.777,16.648
1752570365.572750,46.818,23.788,16.648
1752570365.572750,46.818,23.788,16.648
1752570365.593423,46.870,23.798,16.648
1752570365.593423,46.870,23.798,16.648
1752570365.613253,46.921,23.807,16.303
1752570365.613253,46.921,23.807,16.303
1752570365.633820,46.973,23.817,16.303
1752570365.633820,46.973,23.817,16.303
1752570365.653561,47.023,23.826,16.303
1752570365.653561,47.023,23.826,16.303
1752570365.672433,47.071,23.835,16.303
1752570365.680520,47.091,23.838,16.303
1752570365.693443,47.124,23.844,16.303
1752570365.701491,47.144,23.848,15.893
1752570365.713757,47.175,23.853,15.893
1752570365.720661,47.192,23.856,15.893
1752570365.733543,47.224,23.862,15.893
1752570365.733543,47.224,23.862,15.893
1752570365.752785,47.272,23.870,15.893
1752570365.760890,47.292,23.874,15.893
1752570365.773958,47.325,23.879,15.495
1752570365.773958,47.325,23.879,15.495
1752570365.793020,47.372,23.887,15.495
1752570365.793020,47.372,23.887,15.495
1752570365.812135,47.419,23.895,15.495
1752570365.812135,47.419,23.895,15.495
1752570365.834705,47.475,23.904,15.165
1752570365.836724,47.480,23.905,15.165
1752570365.854708,47.524,23.912,15.165
1752570365.854708,47.524,23.912,15.165
1752570365.874982,47.574,23.919,15.165
1752570365.874982,47.574,23.919,15.165
1752570365.893614,47.619,23.927,15.165
1752570365.897968,47.630,23.928,15.165
1752570365.910877,47.661,23.933,14.773
1752570365.910877,47.661,23.933,14.773
1752570365.931286,47.711,23.941,14.773
1752570365.931286,47.711,23.941,14.773
1752570365.951273,47.759,23.948,14.773
1752570365.951273,47.759,23.948,14.773
1752570365.973105,47.812,23.956,14.773
1752570365.973105,47.812,23.956,14.773
1752570365.991159,47.855,23.962,14.352
1752570365.991159,47.855,23.962,14.352
1752570366.011238,47.903,23.969,14.352
1752570366.011238,47.903,23.969,14.352
1752570366.034278,47.958,23.977,14.352
1752570366.034278,47.958,23.977,14.352
1752570366.052089,48.000,23.983,14.352
1752570366.052089,48.000,23.983,14.352
1752570366.072350,48.048,23.990,13.933
1752570366.072350,48.048,23.990,13.933
1752570366.091326,48.093,23.996,13.933
1752570366.091326,48.093,23.996,13.933
1752570366.112235,48.142,24.002,13.933
1752570366.112235,48.142,24.002,13.933
1752570366.131242,48.186,24.008,13.933
1752570366.142422,48.213,24.012,13.595
1752570366.151885,48.235,24.015,13.595
1752570366.151885,48.235,24.015,13.595
1752570366.172019,48.281,24.021,13.595
1752570366.172019,48.281,24.021,13.595
1752570366.191765,48.327,24.026,13.595
1752570366.191765,48.327,24.026,13.595
1752570366.215641,48.382,24.033,13.221
1752570366.223669,48.400,24.036,13.221
1752570366.234679,48.426,24.039,13.221
1752570366.234679,48.426,24.039,13.221
1752570366.256309,48.475,24.045,13.221
1752570366.264849,48.495,24.047,13.221
1752570366.276155,48.521,24.050,13.221
1752570366.276155,48.521,24.050,13.221
1752570366.295275,48.564,24.056,13.221
1752570366.302581,48.581,24.058,12.830
1752570366.312216,48.603,24.060,12.830
1752570366.312216,48.603,24.060,12.830
1752570366.331534,48.646,24.065,12.830
1752570366.331534,48.646,24.065,12.830
1752570366.351411,48.691,24.070,12.830
1752570366.351411,48.691,24.070,12.830
1752570366.375314,48.745,24.077,12.494
1752570366.390244,48.778,24.080,12.494
1752570366.391009,48.780,24.080,12.494
1752570366.410133,48.822,24.085,12.494
1752570366.411399,48.825,24.085,12.494
1752570366.411399,48.825,24.085,12.494
1752570366.432989,48.873,24.091,12.494
1752570366.449881,48.911,24.095,12.447
1752570366.452870,48.917,24.095,12.125
1752570366.470572,48.956,24.099,12.125
1752570366.471604,48.959,24.100,12.125
1752570366.490303,49.000,24.104,12.125
1752570366.491452,49.002,24.104,12.125
1752570366.491452,49.002,24.104,12.125
1752570366.513561,49.051,24.109,12.125
1752570366.513561,49.051,24.109,12.125
1752570366.536927,49.102,24.114,12.125
1752570366.551270,49.133,24.117,11.766
1752570366.551270,49.133,24.117,11.766
1752570366.570016,49.174,24.121,11.766
1752570366.571694,49.178,24.122,11.766
1752570366.591401,49.220,24.126,11.766
1752570366.594941,49.228,24.127,11.456
1752570366.611035,49.263,24.130,11.456
1752570366.611035,49.263,24.130,11.456
1752570366.631903,49.307,24.134,11.456
1752570366.636050,49.316,24.135,11.456
1752570366.651686,49.350,24.138,11.456
1752570366.651686,49.350,24.138,11.456
1752570366.671976,49.393,24.142,11.456
1752570366.671976,49.393,24.142,11.456
1752570366.691000,49.433,24.145,11.093
1752570366.691000,49.433,24.145,11.093
1752570366.711508,49.477,24.149,11.093
1752570366.711508,49.477,24.149,11.093
1752570366.731930,49.520,24.152,11.093
1752570366.731930,49.520,24.152,11.093
1752570366.751308,49.561,24.156,11.093
1752570366.760904,49.581,24.158,10.736
1752570366.760904,49.581,24.158,10.736
1752570366.778946,49.619,24.160,10.736
1752570366.793202,49.648,24.163,10.736
1752570366.795052,49.652,24.163,10.736
1752570366.813035,49.690,24.166,10.736
1752570366.820229,49.705,24.167,10.736
1752570366.831650,49.728,24.169,10.736
1752570366.837411,49.740,24.170,10.437
1752570366.851343,49.769,24.172,10.437
1752570366.860352,49.788,24.173,10.437
1752570366.872403,49.812,24.175,10.437
1752570366.872403,49.812,24.175,10.437
1752570366.891215,49.851,24.178,10.437
1752570366.891215,49.851,24.178,10.437
1752570366.911756,49.893,24.181,10.437
1752570366.923848,49.918,24.183,10.145
1752570366.932193,49.935,24.184,10.103
1752570366.932193,49.935,24.184,10.103
1752570366.954351,49.980,24.187,10.103
1752570366.954502,49.980,24.187,10.103
1752570366.974744,50.021,24.190,9.977
1752570366.976323,50.024,24.190,9.766
1752570366.991442,50.055,24.192,9.766
1752570366.991442,50.055,24.192,9.766
1752570367.011179,50.094,24.194,9.766
1752570367.011179,50.094,24.194,9.766
1752570367.034787,50.141,24.197,9.766
1752570367.034787,50.141,24.197,9.766
1752570367.052977,50.178,24.200,9.766
1752570367.065069,50.202,24.201,9.479
1752570367.072171,50.216,24.202,9.438
1752570367.072171,50.216,24.202,9.438
1752570367.091701,50.255,24.204,9.438
1752570367.091701,50.255,24.204,9.438
1752570367.112501,50.296,24.207,9.438
1752570367.112501,50.296,24.207,9.438
1752570367.134041,50.338,24.210,9.156
1752570367.134041,50.338,24.210,9.156
1752570367.151104,50.371,24.211,9.156
1752570367.151104,50.371,24.211,9.156
1752570367.172375,50.413,24.214,9.156
1752570367.172375,50.413,24.214,9.156
1752570367.194565,50.456,24.216,9.156
1752570367.194565,50.456,24.216,9.156
1752570367.217094,50.499,24.219,9.077
1752570367.219934,50.505,24.219,8.853
1752570367.232460,50.529,24.220,8.853
1752570367.232460,50.529,24.220,8.853
1752570367.251414,50.565,24.222,8.853
1752570367.251414,50.565,24.222,8.853
1752570367.272091,50.605,24.224,8.853
1752570367.272091,50.605,24.224,8.853
1752570367.293591,50.646,24.227,8.853
1752570367.299747,50.657,24.227,8.573
1752570367.311822,50.680,24.228,8.573
1752570367.311822,50.680,24.228,8.573
1752570367.332048,50.719,24.230,8.573
1752570367.332048,50.719,24.230,8.573
1752570367.351117,50.754,24.232,8.573
1752570367.365959,50.782,24.233,8.328
1752570367.371703,50.793,24.234,8.328
1752570367.379808,50.808,24.234,8.328
1752570367.391070,50.829,24.235,8.328
1752570367.391070,50.829,24.235,8.328
1752570367.411256,50.867,24.237,8.328
1752570367.420052,50.883,24.238,8.328
1752570367.431687,50.905,24.239,8.328
1752570367.446205,50.932,24.240,8.051
1752570367.459608,50.957,24.241,8.051
1752570367.459608,50.957,24.241,8.051
1752570367.471747,50.979,24.242,8.051
1752570367.471747,50.979,24.242,8.051
1752570367.491328,51.015,24.244,8.051
1752570367.491328,51.015,24.244,8.051
1752570367.511504,51.053,24.246,8.051
1752570367.526500,51.080,24.247,7.779
1752570367.531383,51.089,24.247,7.779
1752570367.531383,51.089,24.247,7.779
1752570367.551230,51.125,24.249,7.779
1752570367.551230,51.125,24.249,7.779
1752570367.574739,51.168,24.251,7.779
1752570367.574739,51.168,24.251,7.779
1752570367.593478,51.202,24.252,7.779
1752570367.611930,51.235,24.253,7.588
1752570367.613607,51.238,24.254,7.557
1752570367.630619,51.268,24.255,7.557
1752570367.633334,51.273,24.255,7.557
1752570367.650444,51.303,24.256,7.557
1752570367.651301,51.305,24.256,7.557
1752570367.669944,51.338,24.258,7.557
1752570367.671645,51.341,24.258,7.557
1752570367.689974,51.374,24.259,7.316
1752570367.691284,51.376,24.259,7.316
1752570367.691284,51.376,24.259,7.316
1752570367.714650,51.417,24.261,7.316
1752570367.714650,51.417,24.261,7.316
1752570367.734933,51.453,24.262,7.316
1752570367.750771,51.480,24.264,7.316
1752570367.751828,51.482,24.264,7.316
1752570367.771121,51.516,24.265,7.087
1752570367.772023,51.517,24.265,7.087
1752570367.790148,51.549,24.266,7.087
1752570367.792825,51.553,24.267,7.087
1752570367.812262,51.587,24.268,7.087
1752570367.812262,51.587,24.268,7.087
1752570367.832252,51.621,24.269,6.902
1752570367.833796,51.624,24.269,6.902
1752570367.852340,51.656,24.270,6.902
1752570367.854194,51.659,24.270,6.902
1752570367.872606,51.690,24.272,6.902
1752570367.872606,51.690,24.272,6.902
1752570367.892771,51.724,24.273,6.902
1752570367.894696,51.727,24.273,6.902
1752570367.912378,51.757,24.274,6.695
1752570367.912378,51.757,24.274,6.695
1752570367.932230,51.790,24.275,6.695
1752570367.932230,51.790,24.275,6.695
1752570367.952554,51.824,24.276,6.695
1752570367.952554,51.824,24.276,6.695
1752570367.973240,51.859,24.277,6.695
1752570367.973240,51.859,24.277,6.695
1752570367.993297,51.892,24.278,6.480
1752570367.993297,51.892,24.278,6.480
1752570368.012364,51.923,24.279,6.480
1752570368.012364,51.923,24.279,6.480
1752570368.032075,51.955,24.280,6.480
1752570368.039577,51.968,24.281,6.480
1752570368.053391,51.990,24.281,6.480
1752570368.053391,51.990,24.281,6.480
1752570368.073567,52.023,24.283,6.279
1752570368.079636,52.032,24.283,6.279
1752570368.092307,52.053,24.284,6.279
1752570368.092307,52.053,24.284,6.279
1752570368.114184,52.088,24.285,6.279
1752570368.121336,52.099,24.285,6.279
1752570368.133404,52.119,24.286,6.279
1752570368.144184,52.136,24.286,6.122
1752570368.151482,52.147,24.287,6.122
1752570368.151482,52.147,24.287,6.122
1752570368.172669,52.181,24.288,6.122
1752570368.172669,52.181,24.288,6.122
1752570368.191513,52.210,24.289,6.122
1752570368.191513,52.210,24.289,6.122
1752570368.215273,52.247,24.290,6.060
1752570368.217331,52.251,24.291,5.957
1752570368.233394,52.276,24.291,5.957
1752570368.233394,52.276,24.291,5.957
1752570368.253578,52.307,24.292,5.957
1752570368.253578,52.307,24.292,5.957
1752570368.271755,52.335,24.293,5.957
1752570368.271755,52.335,24.293,5.957
1752570368.292544,52.366,24.294,5.795
1752570368.292544,52.366,24.294,5.795
1752570368.311206,52.395,24.295,5.795
1752570368.311206,52.395,24.295,5.795
1752570368.331282,52.425,24.296,5.795
1752570368.331282,52.425,24.296,5.795
1752570368.351253,52.455,24.297,5.795
1752570368.351253,52.455,24.297,5.795
1752570368.375456,52.492,24.298,5.698
1752570368.379380,52.497,24.298,5.662
1752570368.391510,52.515,24.299,5.662
1752570368.391510,52.515,24.299,5.662
1752570368.411097,52.545,24.300,5.662
1752570368.411097,52.545,24.300,5.662
1752570368.434042,52.579,24.301,5.662
1752570368.434042,52.579,24.301,5.662
1752570368.454853,52.609,24.302,5.662
1752570368.464424,52.623,24.302,5.523
1752570368.471857,52.634,24.303,5.523
1752570368.471857,52.634,24.303,5.523
1752570368.494133,52.667,24.304,5.523
1752570368.494133,52.667,24.304,5.523
1752570368.511536,52.692,24.304,5.523
1752570368.511536,52.692,24.304,5.523
1752570368.532684,52.722,24.305,5.386
1752570368.532684,52.722,24.305,5.386
1752570368.551026,52.749,24.306,5.386
1752570368.551026,52.749,24.306,5.386
1752570368.572059,52.779,24.307,5.386
1752570368.590185,52.805,24.307,5.386
1752570368.597083,52.814,24.308,5.269
1752570368.597083,52.814,24.308,5.269
1752570368.612221,52.836,24.308,5.269
1752570368.612221,52.836,24.308,5.269
1752570368.633023,52.865,24.309,5.269
1752570368.633023,52.865,24.309,5.269
1752570368.651188,52.891,24.310,5.269
1752570368.651188,52.891,24.310,5.269
1752570368.675597,52.925,24.310,5.238
1752570368.682953,52.935,24.311,5.140
1752570368.691692,52.947,24.311,5.140
1752570368.691692,52.947,24.311,5.140
1752570368.711584,52.975,24.312,5.140
1752570368.721240,52.988,24.312,5.140
1752570368.732378,53.003,24.312,5.140
1752570368.732378,53.003,24.312,5.140
1752570368.759497,53.040,24.313,5.140
1752570368.765290,53.048,24.313,5.014
1752570368.772487,53.058,24.313,5.014
1752570368.790296,53.082,24.314,5.014
1752570368.791265,53.083,24.314,5.014
1752570368.809899,53.109,24.315,5.014
1752570368.811034,53.110,24.315,5.014
1752570368.831172,53.137,24.315,5.014
1752570368.835609,53.143,24.315,4.905
1752570368.850791,53.163,24.316,4.905
1752570368.852336,53.165,24.316,4.905
1752570368.870798,53.190,24.316,4.905
1752570368.873592,53.193,24.316,4.905
1752570368.891331,53.217,24.317,4.905
1752570368.891331,53.217,24.317,4.905
1752570368.910127,53.241,24.317,4.905
1752570368.915256,53.248,24.317,4.788
1752570368.930895,53.268,24.317,4.788
1752570368.930895,53.268,24.317,4.788
1752570368.951394,53.295,24.318,4.788
1752570368.951394,53.295,24.318,4.788
1752570368.970083,53.319,24.318,4.788
1752570368.971680,53.321,24.318,4.788
1752570368.990675,53.346,24.319,4.671
1752570368.992309,53.348,24.319,4.671
1752570369.011748,53.372,24.319,4.671
1752570369.011967,53.373,24.319,4.671
1752570369.030535,53.396,24.319,4.671
1752570369.034078,53.401,24.319,4.671
1752570369.050570,53.422,24.319,4.671
1752570369.059661,53.433,24.320,4.550
1752570369.070675,53.447,24.320,4.550
1752570369.072419,53.449,24.320,4.550
1752570369.091842,53.473,24.320,4.550
1752570369.094654,53.477,24.320,4.550
1752570369.113575,53.500,24.320,4.550
