time_stamp,x_acc,y_acc,z_acc,x_acc_bias,y_acc_bias,z_acc_bias,pitch,roll,yaw,pitch_std,roll_std,yaw_std,x_gyro,y_gyro,z_gyro,x_gyro_bias,y_gyro_bias,z_gyro_bias,x_mag,y_mag,z_mag,sensor_time_counter,operation_mode,linear_acceleration_enabled,turn_switch_enabled
1752570398.492682,-0.487096,-0.158551,-9.781186,0.000000,0.000000,0.000000,-0.669295,-1.158733,44.636997,0.000000,0.000000,0.000000,1.170750,-0.027261,1.572626,0.173239,0.036760,-0.153804,-3.589234,-0.833565,-4.893518,5983790,3,1,0
1752570398.502682,-0.435150,-0.189824,-9.741993,0.000000,0.000000,0.000000,-0.669245,-1.149186,44.653790,0.000000,0.000000,0.000000,1.110914,0.012218,1.506458,0.173239,0.036760,-0.153804,-3.584331,-0.782080,-4.895970,5983800,3,1,0
1752570398.512682,-0.427532,-0.141702,-9.694384,0.000000,0.000000,0.000000,-0.669450,-1.140485,44.670258,0.000000,0.000000,0.000000,1.034964,-0.092643,1.477295,0.173240,0.036764,-0.153804,-3.574524,-0.745305,-4.891067,5983810,3,1,0
1752570398.522682,-0.538926,-0.124987,-9.695331,0.000000,0.000000,0.000000,-0.671678,-1.132012,44.686501,0.000000,0.000000,0.000000,1.053447,-0.321793,1.452417,0.173240,0.036764,-0.153804,-3.564717,-0.737950,-4.883712,5983820,3,1,0
1752570398.532682,-0.650351,-0.134415,-9.727043,0.000000,0.000000,0.000000,-0.675437,-1.123637,44.702511,0.000000,0.000000,0.000000,0.955873,-0.354884,1.428667,0.173240,0.036764,-0.153804,-3.557362,-0.747757,-4.878808,5983830,3,1,0
1752570398.542682,-0.643478,-0.143135,-9.717031,0.000000,0.000000,0.000000,-0.678489,-1.117019,44.718159,0.000000,0.000000,0.000000,0.740764,-0.226008,1.359004,0.173240,0.036764,-0.153804,-3.552459,-0.757564,-4.871453,5983840,3,1,0
1752570398.552682,-0.584126,-0.134199,-9.690997,0.000000,0.000000,0.000000,-0.680193,-1.112541,44.732796,0.000000,0.000000,0.000000,0.569453,-0.136051,1.266570,0.173240,0.036764,-0.153804,-3.552459,-0.737950,-4.866550,5983850,3,1,0
1752570398.562682,-0.520889,-0.103062,-9.685987,0.000000,0.000000,0.000000,-0.681888,-1.109171,44.746822,0.000000,0.000000,0.000000,0.480984,-0.231025,1.231793,0.173240,0.036764,-0.153804,-3.545104,-0.688917,-4.866550,5983860,3,1,0
1752570398.572682,-0.565610,-0.097208,-9.676432,0.000000,0.000000,0.000000,-0.685259,-1.106941,44.760651,0.000000,0.000000,0.000000,0.324049,-0.414003,1.223673,0.173240,0.036764,-0.153804,-3.537749,-0.676659,-4.861647,5983870,3,1,0
1752570398.582682,-0.639849,-0.041500,-9.670183,0.000000,0.000000,0.000000,-0.690092,-1.106553,44.774765,0.000000,0.000000,0.000000,0.150015,-0.487578,1.289124,0.173240,0.036764,-0.153804,-3.564717,-0.698724,-4.861647,5983880,3,1,0
1752570398.592682,-0.662358,0.052149,-9.642952,0.000000,0.000000,0.000000,-0.694627,-1.107484,44.789532,0.000000,0.000000,0.000000,0.052998,-0.382530,1.309988,0.173240,0.036764,-0.153804,-3.606395,-0.733047,-4.856743,5983890,3,1,0
1752570398.602682,-0.657949,0.044430,-9.645106,0.000000,0.000000,0.000000,-0.698150,-1.109590,44.804073,0.000000,0.000000,0.000000,-0.123189,-0.337533,1.280738,0.173240,0.036764,-0.153804,-3.635816,-0.762467,-4.849389,5983900,3,1,0
1752570398.612682,-0.637491,0.012130,-9.757740,0.000000,0.000000,0.000000,-0.701879,-1.113668,44.818588,0.000000,0.000000,0.000000,-0.268794,-0.420837,1.320966,0.173239,0.036767,-0.153804,-3.623557,-0.784532,-4.839582,5983910,3,1,0
1752570398.622682,-0.698997,0.096938,-9.799622,0.000000,0.000000,0.000000,-0.706889,-1.118344,44.833893,0.000000,0.000000,0.000000,-0.258238,-0.538186,1.429092,0.173239,0.036767,-0.153804,-3.579427,-0.804145,-4.832227,5983920,3,1,0
1752570398.632682,-0.786639,0.183529,-9.632997,0.000000,0.000000,0.000000,-0.712356,-1.122680,44.850391,0.000000,0.000000,0.000000,-0.238839,-0.501142,1.515505,0.173239,0.036767,-0.153804,-3.530394,-0.831114,-4.824872,5983930,3,1,0
1752570398.642682,-0.820047,0.174453,-9.546861,0.000000,0.000000,0.000000,-0.716920,-1.127325,44.867069,0.000000,0.000000,0.000000,-0.339431,-0.411540,1.467474,0.173239,0.036767,-0.153804,-3.488716,-0.853179,-4.819968,5983940,3,1,0
1752570398.652682,-0.771762,0.209896,-9.707720,0.000000,0.000000,0.000000,-0.720746,-1.133522,44.883362,0.000000,0.000000,0.000000,-0.496660,-0.359749,1.530516,0.173239,0.036767,-0.153804,-3.432328,-0.860534,-4.817517,5983950,3,1,0
1752570398.662682,-0.711683,0.239528,-9.817075,0.000000,0.000000,0.000000,-0.724407,-1.140672,44.901081,0.000000,0.000000,0.000000,-0.487067,-0.390604,1.661389,0.173239,0.036767,-0.153804,-3.378391,-0.836017,-4.819968,5983960,3,1,0
1752570398.672682,-0.822133,0.208202,-9.665657,0.000000,0.000000,0.000000,-0.728552,-1.146940,44.919567,0.000000,0.000000,0.000000,-0.396072,-0.414845,1.710785,0.173239,0.036767,-0.153804,-3.363681,-0.764919,-4.829775,5983970,3,1,0
1752570398.682682,-0.870468,0.241184,-9.523102,0.000000,0.000000,0.000000,-0.732632,-1.153093,44.938618,0.000000,0.000000,0.000000,-0.493650,-0.415223,1.766836,0.173239,0.036767,-0.153804,-3.388198,-0.701176,-4.844485,5983980,3,1,0
1752570398.692682,-0.861222,0.255349,-9.621067,0.000000,0.000000,0.000000,-0.736769,-1.160921,44.957977,0.000000,0.000000,0.000000,-0.644038,-0.391864,1.784696,0.173239,0.036767,-0.153804,-3.434779,-0.676659,-4.854292,5983990,3,1,0
1752570398.702682,-0.820970,0.260633,-9.802832,0.000000,0.000000,0.000000,-0.740287,-1.169332,44.977844,0.000000,0.000000,0.000000,-0.593704,-0.330474,1.883640,0.173239,0.036767,-0.153804,-3.486264,-0.661949,-4.866550,5984000,3,1,0
1752570398.712682,-0.785784,0.256052,-9.785275,0.000000,0.000000,0.000000,-0.743470,-1.176895,44.998856,0.000000,0.000000,0.000000,-0.554392,-0.347445,1.981403,0.173236,0.036770,-0.153803,-3.542653,-0.676659,-4.878808,5984010,3,1,0
1752570398.722682,-0.889352,0.235595,-9.670147,0.000000,0.000000,0.000000,-0.747383,-1.184478,45.020527,0.000000,0.000000,0.000000,-0.553893,-0.410725,2.050861,0.173236,0.036770,-0.153803,-3.613750,-0.720789,-4.888615,5984020,3,1,0
1752570398.732682,-0.920748,0.239195,-9.677643,0.000000,0.000000,0.000000,-0.751057,-1.191960,45.043388,0.000000,0.000000,0.000000,-0.544513,-0.324874,2.180252,0.173236,0.036770,-0.153803,-3.662784,-0.789435,-4.895970,5984030,3,1,0
1752570398.742682,-0.936590,0.178633,-9.768603,0.000000,0.000000,0.000000,-0.753862,-1.199563,45.066574,0.000000,0.000000,0.000000,-0.574387,-0.281006,2.093384,0.173236,0.036770,-0.153803,-3.687300,-0.862985,-4.898422,5984040,3,1,0
1752570398.752682,-0.912804,0.175549,-9.809754,0.000000,0.000000,0.000000,-0.756448,-1.207413,45.088875,0.000000,0.000000,0.000000,-0.565579,-0.241793,2.112597,0.173236,0.036770,-0.153803,-3.667687,-0.916922,-4.895970,5984050,3,1,0
1752570398.762682,-0.839784,0.259185,-9.762925,0.000000,0.000000,0.000000,-0.758400,-1.214723,45.112240,0.000000,0.000000,0.000000,-0.500391,-0.191504,2.216464,0.173236,0.036770,-0.153803,-3.601492,-0.948793,-4.893518,5984060,3,1,0
1752570398.772682,-0.899404,0.258020,-9.689590,0.000000,0.000000,0.000000,-0.760297,-1.221875,45.135979,0.000000,0.000000,0.000000,-0.525437,-0.216817,2.204943,0.173236,0.036770,-0.153803,-3.515684,-0.965955,-4.891067,5984070,3,1,0
1752570398.782682,-0.952951,0.223185,-9.685992,0.000000,0.000000,0.000000,-0.762157,-1.229011,45.159718,0.000000,0.000000,0.000000,-0.482899,-0.162315,2.232555,0.173236,0.036770,-0.153803,-3.439682,-0.983117,-4.891067,5984080,3,1,0
1752570398.792682,-0.956402,0.192321,-9.733769,0.000000,0.000000,0.000000,-0.763479,-1.235736,45.183544,0.000000,0.000000,0.000000,-0.443526,-0.157499,2.191802,0.173236,0.036770,-0.153803,-3.383294,-1.000278,-4.891067,5984090,3,1,0
1752570398.802682,-0.963228,0.165850,-9.713633,0.000000,0.000000,0.000000,-0.764924,-1.241942,45.206715,0.000000,0.000000,0.000000,-0.411428,-0.145439,2.151326,0.173236,0.036770,-0.153803,-3.346519,-1.000278,-4.895970,5984100,3,1,0
1752570398.812682,-0.943567,0.167717,-9.726355,0.000000,0.000000,0.000000,-0.766291,-1.248206,45.229855,0.000000,0.000000,0.000000,-0.427453,-0.175322,2.151458,0.173235,0.036775,-0.153803,-3.324454,-0.985568,-4.900873,5984110,3,1,0
1752570398.822682,-0.970890,0.147746,-9.760412,0.000000,0.000000,0.000000,-0.768172,-1.254350,45.252686,0.000000,0.000000,0.000000,-0.371004,-0.175124,2.102053,0.173235,0.036775,-0.153803,-3.331809,-0.961052,-4.903325,5984120,3,1,0
1752570398.832682,-0.978839,0.161173,-9.711945,0.000000,0.000000,0.000000,-0.769332,-1.259519,45.275219,0.000000,0.000000,0.000000,-0.266048,-0.079747,2.106594,0.173235,0.036775,-0.153803,-3.398004,-0.938987,-4.905777,5984130,3,1,0
1752570398.842682,-0.956374,0.234633,-9.654461,0.000000,0.000000,0.000000,-0.769966,-1.264008,45.297802,0.000000,0.000000,0.000000,-0.247334,-0.136746,2.072172,0.173235,0.036775,-0.153803,-3.493619,-0.953697,-4.905777,5984140,3,1,0
1752570398.852682,-0.955833,0.259590,-9.705804,0.000000,0.000000,0.000000,-0.771989,-1.268508,45.319706,0.000000,0.000000,0.000000,-0.218470,-0.259658,2.001830,0.173235,0.036775,-0.153803,-3.589234,-0.985568,-4.905777,5984150,3,1,0
1752570398.862682,-1.006433,0.218611,-9.743903,0.000000,0.000000,0.000000,-0.774700,-1.272087,45.341137,0.000000,0.000000,0.000000,-0.078729,-0.296322,1.956716,0.173235,0.036775,-0.153803,-3.657881,-1.017440,-4.905777,5984160,3,1,0
1752570398.872682,-1.069681,0.159120,-9.704310,0.000000,0.000000,0.000000,-0.777466,-1.274213,45.362038,0.000000,0.000000,0.000000,0.040907,-0.234198,1.921400,0.173235,0.036775,-0.153803,-3.692204,-1.046860,-4.898422,5984170,3,1,0
1752570398.882682,-1.027753,0.130383,-9.717323,0.000000,0.000000,0.000000,-0.778955,-1.275520,45.382843,0.000000,0.000000,0.000000,0.067754,-0.087664,1.898437,0.173235,0.036775,-0.153803,-3.702010,-1.071377,-4.893518,5984180,3,1,0
1752570398.892682,-0.911140,0.214951,-9.790622,0.000000,0.000000,0.000000,-0.779227,-1.277017,45.402893,0.000000,0.000000,0.000000,0.056656,-0.011254,1.816585,0.173235,0.036775,-0.153803,-3.684849,-1.076280,-4.886164,5984190,3,1,0
1752570398.902682,-0.848753,0.293814,-9.839967,0.000000,0.000000,0.000000,-0.779418,-1.278021,45.422497,0.000000,0.000000,0.000000,0.171151,-0.073510,1.801304,0.173235,0.036775,-0.153803,-3.638267,-1.056666,-4.876357,5984200,3,1,0
1752570398.912682,-0.950364,0.207614,-9.826974,0.000000,0.000000,0.000000,-0.780748,-1.277465,45.442070,0.000000,0.000000,0.000000,0.333355,-0.198495,1.797050,0.173233,0.036781,-0.153803,-3.567169,-1.027247,-4.869002,5984210,3,1,0
1752570398.922682,-1.087965,0.163816,-9.725656,0.000000,0.000000,0.000000,-0.782888,-1.275635,45.461563,0.000000,0.000000,0.000000,0.386204,-0.157461,1.787476,0.173233,0.036781,-0.153803,-3.488716,-0.997827,-4.861647,5984220,3,1,0
1752570398.932682,-1.054013,0.268933,-9.699554,0.000000,0.000000,0.000000,-0.783595,-1.274089,45.480862,0.000000,0.000000,0.000000,0.323336,0.000385,1.762343,0.173233,0.036781,-0.153803,-3.432328,-0.980665,-4.856743,5984230,3,1,0
1752570398.942682,-0.931027,0.340501,-9.817400,0.000000,0.000000,0.000000,-0.783022,-1.272738,45.500011,0.000000,0.000000,0.000000,0.395254,0.063329,1.756611,0.173233,0.036781,-0.153803,-3.400456,-0.953697,-4.851840,5984240,3,1,0
1752570398.952682,-0.834266,0.274564,-9.870291,0.000000,0.000000,0.000000,-0.782561,-1.269894,45.518917,0.000000,0.000000,0.000000,0.577327,-0.006877,1.714685,0.173233,0.036781,-0.153803,-3.388198,-0.894857,-4.849389,5984250,3,1,0
1752570398.962682,-0.906132,0.170176,-9.840447,0.000000,0.000000,0.000000,-0.783344,-1.265454,45.537586,0.000000,0.000000,0.000000,0.657128,-0.182223,1.740955,0.173233,0.036781,-0.153803,-3.402908,-0.823759,-4.846937,5984260,3,1,0
1752570398.972682,-1.016128,0.252894,-9.809980,0.000000,0.000000,0.000000,-0.785904,-1.260986,45.557247,0.000000,0.000000,0.000000,0.638863,-0.274994,1.883694,0.173233,0.036781,-0.153803,-3.451941,-0.745305,-4.844485,5984270,3,1,0
1752570398.982682,-1.013404,0.417839,-9.773459,0.000000,0.000000,0.000000,-0.787998,-1.256730,45.578156,0.000000,0.000000,0.000000,0.619783,-0.128751,1.929901,0.173233,0.036781,-0.153803,-3.503426,-0.710982,-4.844485,5984280,3,1,0
1752570398.992682,-0.993160,0.429059,-9.764050,0.000000,0.000000,0.000000,-0.788374,-1.252254,45.598629,0.000000,0.000000,0.000000,0.723392,0.009473,1.836879,0.173233,0.036781,-0.153803,-3.562266,-0.688917,-4.842033,5984290,3,1,0
1752570399.002682,-0.896959,0.219213,-9.776379,0.000000,0.000000,0.000000,-0.787916,-1.246276,45.618015,0.000000,0.000000,0.000000,0.816822,0.049832,1.761186,0.173233,0.036781,-0.153803,-3.618654,-0.649691,-4.842033,5984300,3,1,0
1752570399.012682,-0.869144,0.049044,-9.824229,0.000000,0.000000,0.000000,-0.787530,-1.240501,45.637363,0.000000,0.000000,0.000000,0.724674,-0.000274,1.845963,0.173233,0.036788,-0.153802,-3.640719,-0.644787,-4.837131,5984310,3,1,0
1752570399.022682,-0.871248,0.140347,-9.858129,0.000000,0.000000,0.000000,-0.787939,-1.235502,45.658279,0.000000,0.000000,0.000000,0.725819,-0.070318,2.030444,0.173233,0.036788,-0.153802,-3.630912,-0.664401,-4.827323,5984320,3,1,0
1752570399.032682,-0.889066,0.316427,-9.802998,0.000000,0.000000,0.000000,-0.788906,-1.229714,45.680679,0.000000,0.000000,0.000000,0.842747,-0.144732,2.086115,0.173233,0.036788,-0.153802,-3.603944,-0.696272,-4.819968,5984330,3,1,0
1752570399.042682,-0.976137,0.264686,-9.737150,0.000000,0.000000,0.000000,-0.790554,-1.222996,45.703041,0.000000,0.000000,0.000000,0.872938,-0.183084,2.098254,0.173233,0.036788,-0.153802,-3.567169,-0.730595,-4.815065,5984340,3,1,0
1752570399.052682,-0.978509,0.033172,-9.771665,0.000000,0.000000,0.000000,-0.791871,-1.216616,45.725822,0.000000,0.000000,0.000000,0.793942,-0.070386,2.095917,0.173233,0.036788,-0.153802,-3.510781,-0.752660,-4.807710,5984350,3,1,0
1752570399.062682,-0.954646,-0.085721,-9.874421,0.000000,0.000000,0.000000,-0.791824,-1.211293,45.747810,0.000000,0.000000,0.000000,0.684122,0.023300,2.037782,0.173233,0.036788,-0.153802,-3.432328,-0.757564,-4.800355,5984360,3,1,0
1752570399.072682,-0.859882,0.117677,-9.891521,0.000000,0.000000,0.000000,-0.791650,-1.206769,45.770412,0.000000,0.000000,0.000000,0.648215,-0.045037,2.207135,0.173233,0.036788,-0.153802,-3.363681,-0.747757,-4.800355,5984370,3,1,0
1752570399.082682,-0.816224,0.249395,-9.778898,0.000000,0.000000,0.000000,-0.792629,-1.202600,45.794739,0.000000,0.000000,0.000000,0.585058,-0.182495,2.285757,0.173233,0.036788,-0.153802,-3.329358,-0.742854,-4.802807,5984380,3,1,0
1752570399.092682,-0.981518,0.067127,-9.685040,0.000000,0.000000,0.000000,-0.794900,-1.199004,45.818871,0.000000,0.000000,0.000000,0.557020,-0.261671,2.227808,0.173233,0.036788,-0.153802,-3.324454,-0.737950,-4.807710,5984390,3,1,0
1752570399.102682,-1.025371,-0.028031,-9.760627,0.000000,0.000000,0.000000,-0.797144,-1.195845,45.842884,0.000000,0.000000,0.000000,0.460623,-0.184783,2.275296,0.173233,0.036788,-0.153802,-3.329358,-0.708530,-4.812613,5984400,3,1,0
1752570399.112682,-0.954504,0.073186,-9.889886,0.000000,0.000000,0.000000,-0.798232,-1.194004,45.867443,0.000000,0.000000,0.000000,0.343311,-0.072216,2.306328,0.173232,0.036795,-0.153802,-3.329358,-0.642336,-4.819968,5984410,3,1,0
1752570399.122682,-0.836399,0.090959,-9.846219,0.000000,0.000000,0.000000,-0.798684,-1.192678,45.891953,0.000000,0.000000,0.000000,0.377889,-0.049396,2.282307,0.173232,0.036795,-0.153802,-3.329358,-0.600657,-4.822420,5984420,3,1,0
1752570399.132682,-0.811428,-0.016896,-9.728730,0.000000,0.000000,0.000000,-0.799381,-1.190544,45.916122,0.000000,0.000000,0.000000,0.428009,-0.135382,2.240475,0.173232,0.036795,-0.153802,-3.339164,-0.593302,-4.827323,5984430,3,1,0
1752570399.142682,-0.890442,-0.067633,-9.766068,0.000000,0.000000,0.000000,-0.801142,-1.188701,45.940189,0.000000,0.000000,0.000000,0.343243,-0.230766,2.304055,0.173232,0.036795,-0.153802,-3.356326,-0.605561,-4.832227,5984440,3,1,0
1752570399.152682,-0.963006,0.021387,-9.883078,0.000000,0.000000,0.000000,-0.803547,-1.187645,45.965633,0.000000,0.000000,0.000000,0.296799,-0.271303,2.444904,0.173232,0.036795,-0.153802,-3.371036,-0.625174,-4.834679,5984450,3,1,0
1752570399.162682,-1.023118,0.027627,-9.841759,0.000000,0.000000,0.000000,-0.806082,-1.187105,45.991756,0.000000,0.000000,0.000000,0.218810,-0.237390,2.416592,0.173232,0.036795,-0.153802,-3.378391,-0.657046,-4.837131,5984460,3,1,0
1752570399.172682,-0.987251,0.008185,-9.763469,0.000000,0.000000,0.000000,-0.807558,-1.187276,46.017094,0.000000,0.000000,0.000000,0.191513,-0.066752,2.358047,0.173232,0.036795,-0.153802,-3.378391,-0.698724,-4.837131,5984470,3,1,0
1752570399.182682,-0.857561,0.030846,-9.763319,0.000000,0.000000,0.000000,-0.807328,-1.187304,46.042225,0.000000,0.000000,0.000000,0.220319,0.023279,2.360570,0.173232,0.036795,-0.153802,-3.378391,-0.742854,-4.839582,5984480,3,1,0
1752570399.192682,-0.810217,-0.031395,-9.781335,0.000000,0.000000,0.000000,-0.807341,-1.187105,46.067291,0.000000,0.000000,0.000000,0.244985,-0.077716,2.332108,0.173232,0.036795,-0.153802,-3.378391,-0.779629,-4.839582,5984490,3,1,0
1752570399.202682,-0.869264,-0.107558,-9.763640,0.000000,0.000000,0.000000,-0.808588,-1.186490,46.091976,0.000000,0.000000,0.000000,0.268287,-0.201131,2.308909,0.173232,0.036795,-0.153802,-3.378391,-0.804145,-4.842033,5984500,3,1,0
1752570399.212682,-0.980884,-0.042145,-9.779177,0.000000,0.000000,0.000000,-0.810974,-1.186287,46.117027,0.000000,0.000000,0.000000,0.181049,-0.270012,2.420575,0.173230,0.036802,-0.153801,-3.388198,-0.823759,-4.844485,5984510,3,1,0
1752570399.222682,-1.030083,0.163521,-9.792675,0.000000,0.000000,0.000000,-0.813339,-1.186789,46.143478,0.000000,0.000000,0.000000,0.188622,-0.172087,2.496897,0.173230,0.036802,-0.153801,-3.395553,-0.850727,-4.849389,5984520,3,1,0
1752570399.232682,-0.953892,0.215087,-9.761160,0.000000,0.000000,0.000000,-0.813955,-1.186232,46.169418,0.000000,0.000000,0.000000,0.351971,0.012232,2.337391,0.173230,0.036802,-0.153801,-3.424973,-0.882599,-4.859195,5984530,3,1,0
1752570399.242682,-0.900852,-0.011997,-9.758023,0.000000,0.000000,0.000000,-0.812976,-1.184304,46.193241,0.000000,0.000000,0.000000,0.392203,0.136851,2.174790,0.173230,0.036802,-0.153801,-3.478909,-0.904663,-4.866550,5984540,3,1,0
1752570399.252682,-0.856136,-0.134731,-9.783743,0.000000,0.000000,0.000000,-0.811399,-1.182963,46.216972,0.000000,0.000000,0.000000,0.262951,0.090585,2.349670,0.173230,0.036802,-0.153801,-3.530394,-0.912018,-4.876357,5984550,3,1,0
1752570399.262682,-0.858938,0.050081,-9.789598,0.000000,0.000000,0.000000,-0.811367,-1.183302,46.243267,0.000000,0.000000,0.000000,0.118976,-0.131914,2.529197,0.173230,0.036802,-0.153801,-3.559814,-0.916922,-4.881260,5984560,3,1,0
1752570399.272682,-0.975989,0.222846,-9.751295,0.000000,0.000000,0.000000,-0.813458,-1.184259,46.270035,0.000000,0.000000,0.000000,0.137747,-0.275390,2.479646,0.173230,0.036802,-0.153801,-3.574524,-0.924277,-4.883712,5984570,3,1,0
1752570399.282682,-1.097374,0.152213,-9.707663,0.000000,0.000000,0.000000,-0.815909,-1.184973,46.295895,0.000000,0.000000,0.000000,0.105538,-0.196600,2.370301,0.173230,0.036802,-0.153801,-3.586782,-0.936535,-4.886164,5984580,3,1,0
1752570399.292682,-1.084321,0.041190,-9.739753,0.000000,0.000000,0.000000,-0.816788,-1.186595,46.320881,0.000000,0.000000,0.000000,-0.034719,0.018958,2.342688,0.173230,0.036802,-0.153801,-3.603944,-0.943890,-4.883712,5984590,3,1,0
1752570399.302682,-0.863741,0.031377,-9.843173,0.000000,0.000000,0.000000,-0.815056,-1.189867,46.345844,0.000000,0.000000,0.000000,-0.177325,0.246561,2.339349,0.173230,0.036802,-0.153801,-3.635816,-0.931632,-4.878808,5984600,3,1,0
1752570399.312682,-0.788713,0.108527,-9.861575,0.000000,0.000000,0.000000,-0.812697,-1.193952,46.370674,0.000000,0.000000,0.000000,-0.175989,0.104234,2.351367,0.173228,0.036808,-0.153801,-3.687300,-0.894857,-4.878808,5984610,3,1,0
1752570399.322682,-0.911058,0.249920,-9.784384,0.000000,0.000000,0.000000,-0.812946,-1.197197,46.396229,0.000000,0.000000,0.000000,-0.081868,-0.123243,2.468304,0.173228,0.036808,-0.153801,-3.728979,-0.872792,-4.881260,5984620,3,1,0
1752570399.332682,-1.100667,0.280172,-9.740625,0.000000,0.000000,0.000000,-0.814360,-1.200376,46.422871,0.000000,0.000000,0.000000,-0.160921,-0.129581,2.508807,0.173228,0.036808,-0.153801,-3.773109,-0.885050,-4.881260,5984630,3,1,0
1752570399.342682,-1.162999,0.238006,-9.782420,0.000000,0.000000,0.000000,-0.814469,-1.204524,46.449299,0.000000,0.000000,0.000000,-0.235157,0.119974,2.472589,0.173228,0.036808,-0.153801,-3.834400,-0.907115,-4.878808,5984640,3,1,0
1752570399.352682,-0.963164,0.142547,-9.868275,0.000000,0.000000,0.000000,-0.811535,-1.209310,46.475464,0.000000,0.000000,0.000000,-0.301850,0.381439,2.448819,0.173228,0.036808,-0.153801,-3.885885,-0.914470,-4.871453,5984650,3,1,0
1752570399.362682,-0.830061,-0.020253,-9.839272,0.000000,0.000000,0.000000,-0.807379,-1.214542,46.501083,0.000000,0.000000,0.000000,-0.298957,0.331824,2.413046,0.173228,0.036808,-0.153801,-3.895692,-0.926728,-4.864099,5984660,3,1,0
1752570399.372682,-0.825111,0.113364,-9.772838,0.000000,0.000000,0.000000,-0.804878,-1.219519,46.527164,0.000000,0.000000,0.000000,-0.295519,0.146065,2.525495,0.173228,0.036808,-0.153801,-3.868723,-0.936535,-4.851840,5984670,3,1,0
1752570399.382682,-0.891435,0.337045,-9.868761,0.000000,0.000000,0.000000,-0.803741,-1.224692,46.554436,0.000000,0.000000,0.000000,-0.305566,0.061090,2.579870,0.173228,0.036808,-0.153801,-3.817239,-0.951245,-4.842033,5984680,3,1,0
1752570399.392682,-1.034665,0.207327,-9.939895,0.000000,0.000000,0.000000,-0.802947,-1.229688,46.581387,0.000000,0.000000,0.000000,-0.255959,0.107021,2.492434,0.173228,0.036808,-0.153801,-3.758399,-0.963503,-4.829775,5984690,3,1,0
1752570399.402682,-1.034574,-0.063763,-9.833767,0.000000,0.000000,0.000000,-0.800718,-1.234144,46.607498,0.000000,0.000000,0.000000,-0.263003,0.309796,2.448096,0.173228,0.036808,-0.153801,-3.684849,-0.958600,-4.817517,5984700,3,1,0
1752570399.412682,-0.988280,-0.127108,-9.742852,0.000000,0.000000,0.000000,-0.796755,-1.239638,46.633343,0.000000,0.000000,0.000000,-0.440172,0.381351,2.445494,0.173225,0.036815,-0.153800,-3.599041,-0.943890,-4.805259,5984710,3,1,0
1752570399.422682,-0.911703,0.112636,-9.844283,0.000000,0.000000,0.000000,-0.793213,-1.246925,46.659519,0.000000,0.000000,0.000000,-0.546101,0.314571,2.501921,0.173225,0.036815,-0.153800,-3.518136,-0.929180,-4.797904,5984720,3,1,0
1752570399.432682,-0.898878,0.221115,-9.933405,0.000000,0.000000,0.000000,-0.790121,-1.254074,46.685879,0.000000,0.000000,0.000000,-0.433746,0.269573,2.426768,0.173225,0.036815,-0.153800,-3.493619,-0.894857,-4.800355,5984730,3,1,0
1752570399.442682,-0.998713,0.053652,-9.764522,0.000000,0.000000,0.000000,-0.787208,-1.259847,46.710911,0.000000,0.000000,0.000000,-0.336150,0.301681,2.325978,0.173225,0.036815,-0.153800,-3.564717,-0.843372,-4.802807,5984740,3,1,0
1752570399.452682,-0.957578,-0.013091,-9.679981,0.000000,0.000000,0.000000,-0.783705,-1.265365,46.735924,0.000000,0.000000,0.000000,-0.376174,0.341308,2.408970,0.173225,0.036815,-0.153800,-3.662784,-0.811500,-4.802807,5984750,3,1,0
1752570399.462682,-0.925913,0.068656,-9.792300,0.000000,0.000000,0.000000,-0.780294,-1.271450,46.761837,0.000000,0.000000,0.000000,-0.396439,0.268240,2.445116,0.173225,0.036815,-0.153800,-3.736334,-0.772274,-4.797904,5984760,3,1,0
1752570399.472682,-0.979285,0.139602,-9.846226,0.000000,0.000000,0.000000,-0.778008,-1.277157,46.787731,0.000000,0.000000,0.000000,-0.303783,0.175816,2.450411,0.173225,0.036815,-0.153800,-3.755947,-0.760015,-4.783194,5984770,3,1,0
1752570399.482682,-1.017812,0.203933,-9.787127,0.000000,0.000000,0.000000,-0.775952,-1.281607,46.813919,0.000000,0.000000,0.000000,-0.187816,0.213366,2.489821,0.173225,0.036815,-0.153800,-3.728979,-0.760015,-4.763580,5984780,3,1,0
1752570399.492682,-0.978413,0.180808,-9.717877,0.000000,0.000000,0.000000,-0.773303,-1.285481,46.840427,0.000000,0.000000,0.000000,-0.193439,0.269531,2.484681,0.173225,0.036815,-0.153800,-3.662784,-0.764919,-4.748870,5984790,3,1,0
1752570399.502682,-0.916389,0.083822,-9.713777,0.000000,0.000000,0.000000,-0.770230,-1.289670,46.866455,0.000000,0.000000,0.000000,-0.229220,0.254553,2.448017,0.173225,0.036815,-0.153800,-3.567169,-0.760015,-4.734160,5984800,3,1,0
1752570399.512682,-0.898296,0.066484,-9.777936,0.000000,0.000000,0.000000,-0.768330,-1.294169,46.892761,0.000000,0.000000,0.000000,-0.226162,0.059610,2.549512,0.173223,0.036822,-0.153800,-3.451941,-0.750209,-4.721902,5984810,3,1,0
1752570399.522682,-0.912669,0.167538,-9.764864,0.000000,0.000000,0.000000,-0.768471,-1.298144,46.920540,0.000000,0.000000,0.000000,-0.150531,-0.068255,2.673639,0.173223,0.036822,-0.153800,-3.339164,-0.740402,-4.714547,5984820,3,1,0
